хрен	1
амбиция	1
углеводород	1
чек	1
прорыв	1
ранец	1
наволочка	1
маньяк	1
частица	1
тачка	1
монстр	1
понедельник	1
тупик	1
стипендия	1
размышление	1
эшелон	1
роспись	1
заблуждение	1
удобство	1
собрат	1
юбилей	1
правда	1
издательство	1
расчет	1
связка	1
половинка	1
апостол	1
сверстник	1
формула	1
наложение	1
ядро	1
полоса	1
живот	1
прецедент	1
установление	1
век	1
центр	1
кабан	1
фаворит	1
обоснование	1
любовник	1
крушение	1
пафос	0
авторитет	0
блин	0
путь	0
дух	0
кулиса	0
лишение	0
советчик	0
локоть	0
совершенство	0
увольнение	0
полость	0
железо	0
бригада	0
проникновение	0
благодарность	0
поставщик	0
писк	0
риторика	0
вызов	0
линейка	0
список	0
брат	0
формат	0
цифра	0
итальянец	0
дядька	0
уклад	0
памятник	0
название	0
любовь	0
союзник	0
головка	0
стена	0
штаб	0
дядя	0
веер	0
поэзия	0
предательство	0
ссылка	0
план	0
огонь	0
крыша	0
поколение	0
стол	0
хор	0
жесть	0
грех	0
университет	0
облако	0
полукруг	0
ясли	0
хозяйка	0
цензура	0
блондин	0
карман	0
лечение	0
